date,time,park,ride,wait
03/05/2022,10:56,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,10:56,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,10:56,magic-kingdom,Haunted Mansion,50.0
03/05/2022,10:56,magic-kingdom,"""it's a small world""",40.0
03/05/2022,10:56,magic-kingdom,Jungle Cruise,95.0
03/05/2022,10:56,magic-kingdom,Mad Tea Party,20.0
03/05/2022,10:56,magic-kingdom,The Magic Carpets of Aladdin,45.0
03/05/2022,10:56,magic-kingdom,The Many Adventures of Winnie the Pooh,50.0
03/05/2022,10:56,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,10:56,magic-kingdom,Monsters Inc. Laugh Floor,5.0
03/05/2022,10:56,magic-kingdom,Peter Pan's Flight,65.0
03/05/2022,10:56,magic-kingdom,Pirates of the Caribbean,
03/05/2022,10:56,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,10:56,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,10:56,magic-kingdom,Space Mountain,45.0
03/05/2022,10:56,magic-kingdom,Splash Mountain,
03/05/2022,10:56,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,10:56,magic-kingdom,Tomorrowland Transit Authority PeopleMover,0.0
03/05/2022,10:56,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,30.0
03/05/2022,10:56,epcot,Frozen Ever After,45.0
03/05/2022,10:56,epcot,Gran Fiesta Tour,5.0
03/05/2022,10:56,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,10:56,epcot,Living with the Land,15.0
03/05/2022,10:56,epcot,Mission: SPACE,10.0
03/05/2022,10:56,epcot,Remy's Ratatouille Adventure,55.0
03/05/2022,10:56,epcot,The Seas with Nemo & Friends,5.0
03/05/2022,10:56,epcot,Soarin' Around the World,50.0
03/05/2022,10:56,epcot,Spaceship Earth,25.0
03/05/2022,10:56,epcot,Test Track,55.0
03/05/2022,10:56,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,10:56,hollywood-studios,Mickey & Minnie's Runaway Railway,50.0
03/05/2022,10:56,hollywood-studios,Millennium Falcon: Smugglers Run,50.0
03/05/2022,10:56,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,10:56,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,60.0
03/05/2022,10:56,hollywood-studios,Slinky Dog Dash,75.0
03/05/2022,10:56,hollywood-studios,Star Tours – The Adventures Continue,20.0
03/05/2022,10:56,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,10:56,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,10:56,hollywood-studios,The Twilight Zone Tower of Terror,85.0
03/05/2022,10:56,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,10:56,animal-kingdom,DINOSAUR,45.0
03/05/2022,10:56,animal-kingdom,Expedition Everest,
03/05/2022,10:56,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,10:56,animal-kingdom,Kali River Rapids,10.0
03/05/2022,10:56,animal-kingdom,Kilimanjaro Safaris,40.0
03/05/2022,10:56,animal-kingdom,Na'vi River Journey,85.0
03/05/2022,10:56,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:00,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:00,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:00,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:00,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:00,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:00,magic-kingdom,Haunted Mansion,50.0
03/05/2022,11:00,magic-kingdom,"""it's a small world""",40.0
03/05/2022,11:00,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:00,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:00,magic-kingdom,The Magic Carpets of Aladdin,45.0
03/05/2022,11:00,magic-kingdom,The Many Adventures of Winnie the Pooh,50.0
03/05/2022,11:00,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:00,magic-kingdom,Monsters Inc. Laugh Floor,5.0
03/05/2022,11:00,magic-kingdom,Peter Pan's Flight,65.0
03/05/2022,11:00,magic-kingdom,Pirates of the Caribbean,
03/05/2022,11:00,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:00,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:00,magic-kingdom,Space Mountain,45.0
03/05/2022,11:00,magic-kingdom,Splash Mountain,
03/05/2022,11:00,magic-kingdom,Tomorrowland Speedway,25.0
03/05/2022,11:00,magic-kingdom,Tomorrowland Transit Authority PeopleMover,0.0
03/05/2022,11:00,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,30.0
03/05/2022,11:00,epcot,Frozen Ever After,45.0
03/05/2022,11:00,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:00,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:00,epcot,Living with the Land,15.0
03/05/2022,11:00,epcot,Mission: SPACE,10.0
03/05/2022,11:00,epcot,Remy's Ratatouille Adventure,55.0
03/05/2022,11:00,epcot,The Seas with Nemo & Friends,5.0
03/05/2022,11:00,epcot,Soarin' Around the World,50.0
03/05/2022,11:00,epcot,Spaceship Earth,25.0
03/05/2022,11:00,epcot,Test Track,55.0
03/05/2022,11:00,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,11:00,hollywood-studios,Mickey & Minnie's Runaway Railway,50.0
03/05/2022,11:00,hollywood-studios,Millennium Falcon: Smugglers Run,50.0
03/05/2022,11:00,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:00,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,60.0
03/05/2022,11:00,hollywood-studios,Slinky Dog Dash,75.0
03/05/2022,11:00,hollywood-studios,Star Tours – The Adventures Continue,20.0
03/05/2022,11:00,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,11:00,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,11:00,hollywood-studios,The Twilight Zone Tower of Terror,85.0
03/05/2022,11:00,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,11:00,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:00,animal-kingdom,Expedition Everest,
03/05/2022,11:00,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:00,animal-kingdom,Kali River Rapids,10.0
03/05/2022,11:00,animal-kingdom,Kilimanjaro Safaris,40.0
03/05/2022,11:00,animal-kingdom,Na'vi River Journey,85.0
03/05/2022,11:00,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:05,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:05,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:05,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:05,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:05,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:05,magic-kingdom,Haunted Mansion,50.0
03/05/2022,11:05,magic-kingdom,"""it's a small world""",45.0
03/05/2022,11:05,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:05,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:05,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:05,magic-kingdom,The Many Adventures of Winnie the Pooh,50.0
03/05/2022,11:05,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:05,magic-kingdom,Monsters Inc. Laugh Floor,10.0
03/05/2022,11:05,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:05,magic-kingdom,Pirates of the Caribbean,
03/05/2022,11:05,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:05,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:05,magic-kingdom,Space Mountain,45.0
03/05/2022,11:05,magic-kingdom,Splash Mountain,
03/05/2022,11:05,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,11:05,magic-kingdom,Tomorrowland Transit Authority PeopleMover,0.0
03/05/2022,11:05,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,30.0
03/05/2022,11:05,epcot,Frozen Ever After,45.0
03/05/2022,11:05,epcot,Gran Fiesta Tour,
03/05/2022,11:05,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:05,epcot,Living with the Land,25.0
03/05/2022,11:05,epcot,Mission: SPACE,10.0
03/05/2022,11:05,epcot,Remy's Ratatouille Adventure,55.0
03/05/2022,11:05,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:05,epcot,Soarin' Around the World,50.0
03/05/2022,11:05,epcot,Spaceship Earth,20.0
03/05/2022,11:05,epcot,Test Track,55.0
03/05/2022,11:05,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,11:05,hollywood-studios,Mickey & Minnie's Runaway Railway,50.0
03/05/2022,11:05,hollywood-studios,Millennium Falcon: Smugglers Run,50.0
03/05/2022,11:05,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:05,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,60.0
03/05/2022,11:05,hollywood-studios,Slinky Dog Dash,75.0
03/05/2022,11:05,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,11:05,hollywood-studios,Star Wars: Rise of the Resistance,135.0
03/05/2022,11:05,hollywood-studios,Toy Story Mania!,55.0
03/05/2022,11:05,hollywood-studios,The Twilight Zone Tower of Terror,85.0
03/05/2022,11:05,animal-kingdom,Avatar Flight of Passage,90.0
03/05/2022,11:05,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:05,animal-kingdom,Expedition Everest,
03/05/2022,11:05,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:05,animal-kingdom,Kali River Rapids,10.0
03/05/2022,11:05,animal-kingdom,Kilimanjaro Safaris,75.0
03/05/2022,11:05,animal-kingdom,Na'vi River Journey,85.0
03/05/2022,11:05,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:10,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:10,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:10,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:10,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:10,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:10,magic-kingdom,Haunted Mansion,50.0
03/05/2022,11:10,magic-kingdom,"""it's a small world""",45.0
03/05/2022,11:10,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:10,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:10,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:10,magic-kingdom,The Many Adventures of Winnie the Pooh,50.0
03/05/2022,11:10,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:10,magic-kingdom,Monsters Inc. Laugh Floor,10.0
03/05/2022,11:10,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:10,magic-kingdom,Pirates of the Caribbean,
03/05/2022,11:10,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:10,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:10,magic-kingdom,Space Mountain,45.0
03/05/2022,11:10,magic-kingdom,Splash Mountain,
03/05/2022,11:10,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,11:10,magic-kingdom,Tomorrowland Transit Authority PeopleMover,10.0
03/05/2022,11:10,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,30.0
03/05/2022,11:10,epcot,Frozen Ever After,45.0
03/05/2022,11:10,epcot,Gran Fiesta Tour,
03/05/2022,11:10,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:10,epcot,Living with the Land,25.0
03/05/2022,11:10,epcot,Mission: SPACE,10.0
03/05/2022,11:10,epcot,Remy's Ratatouille Adventure,55.0
03/05/2022,11:10,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:10,epcot,Soarin' Around the World,45.0
03/05/2022,11:10,epcot,Spaceship Earth,20.0
03/05/2022,11:10,epcot,Test Track,55.0
03/05/2022,11:10,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,11:10,hollywood-studios,Mickey & Minnie's Runaway Railway,55.0
03/05/2022,11:10,hollywood-studios,Millennium Falcon: Smugglers Run,50.0
03/05/2022,11:10,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:10,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,60.0
03/05/2022,11:10,hollywood-studios,Slinky Dog Dash,75.0
03/05/2022,11:10,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,11:10,hollywood-studios,Star Wars: Rise of the Resistance,135.0
03/05/2022,11:10,hollywood-studios,Toy Story Mania!,55.0
03/05/2022,11:10,hollywood-studios,The Twilight Zone Tower of Terror,85.0
03/05/2022,11:10,animal-kingdom,Avatar Flight of Passage,90.0
03/05/2022,11:10,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:10,animal-kingdom,Expedition Everest,
03/05/2022,11:10,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:10,animal-kingdom,Kali River Rapids,10.0
03/05/2022,11:10,animal-kingdom,Kilimanjaro Safaris,75.0
03/05/2022,11:10,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:10,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:15,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:15,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:15,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:15,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:15,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:15,magic-kingdom,Haunted Mansion,50.0
03/05/2022,11:15,magic-kingdom,"""it's a small world""",35.0
03/05/2022,11:15,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:15,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:15,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:15,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,11:15,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:15,magic-kingdom,Monsters Inc. Laugh Floor,10.0
03/05/2022,11:15,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:15,magic-kingdom,Pirates of the Caribbean,
03/05/2022,11:15,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:15,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:15,magic-kingdom,Space Mountain,65.0
03/05/2022,11:15,magic-kingdom,Splash Mountain,
03/05/2022,11:15,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,11:15,magic-kingdom,Tomorrowland Transit Authority PeopleMover,10.0
03/05/2022,11:15,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:15,epcot,Frozen Ever After,45.0
03/05/2022,11:15,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:15,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:15,epcot,Living with the Land,25.0
03/05/2022,11:15,epcot,Mission: SPACE,10.0
03/05/2022,11:15,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,11:15,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:15,epcot,Soarin' Around the World,45.0
03/05/2022,11:15,epcot,Spaceship Earth,20.0
03/05/2022,11:15,epcot,Test Track,55.0
03/05/2022,11:15,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,11:15,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:15,hollywood-studios,Millennium Falcon: Smugglers Run,50.0
03/05/2022,11:15,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:15,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,60.0
03/05/2022,11:15,hollywood-studios,Slinky Dog Dash,75.0
03/05/2022,11:15,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,11:15,hollywood-studios,Star Wars: Rise of the Resistance,135.0
03/05/2022,11:15,hollywood-studios,Toy Story Mania!,55.0
03/05/2022,11:15,hollywood-studios,The Twilight Zone Tower of Terror,85.0
03/05/2022,11:15,animal-kingdom,Avatar Flight of Passage,90.0
03/05/2022,11:15,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:15,animal-kingdom,Expedition Everest,
03/05/2022,11:15,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:15,animal-kingdom,Kali River Rapids,10.0
03/05/2022,11:15,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:15,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:15,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:20,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:20,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:20,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:20,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:20,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:20,magic-kingdom,Haunted Mansion,50.0
03/05/2022,11:20,magic-kingdom,"""it's a small world""",35.0
03/05/2022,11:20,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:20,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:20,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:20,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,11:20,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:20,magic-kingdom,Monsters Inc. Laugh Floor,10.0
03/05/2022,11:20,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:20,magic-kingdom,Pirates of the Caribbean,
03/05/2022,11:20,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:20,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:20,magic-kingdom,Space Mountain,65.0
03/05/2022,11:20,magic-kingdom,Splash Mountain,
03/05/2022,11:20,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,11:20,magic-kingdom,Tomorrowland Transit Authority PeopleMover,10.0
03/05/2022,11:20,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:20,epcot,Frozen Ever After,45.0
03/05/2022,11:20,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:20,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:20,epcot,Living with the Land,25.0
03/05/2022,11:20,epcot,Mission: SPACE,10.0
03/05/2022,11:20,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,11:20,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:20,epcot,Soarin' Around the World,45.0
03/05/2022,11:20,epcot,Spaceship Earth,20.0
03/05/2022,11:20,epcot,Test Track,55.0
03/05/2022,11:20,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,11:20,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:20,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:20,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:20,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,70.0
03/05/2022,11:20,hollywood-studios,Slinky Dog Dash,75.0
03/05/2022,11:20,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,11:20,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,11:20,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,11:20,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/05/2022,11:20,animal-kingdom,Avatar Flight of Passage,90.0
03/05/2022,11:20,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:20,animal-kingdom,Expedition Everest,
03/05/2022,11:20,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:20,animal-kingdom,Kali River Rapids,30.0
03/05/2022,11:20,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:20,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:20,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:25,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:25,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:25,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:25,magic-kingdom,Buzz Lightyear's Space Ranger Spin,55.0
03/05/2022,11:25,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:25,magic-kingdom,Haunted Mansion,50.0
03/05/2022,11:25,magic-kingdom,"""it's a small world""",35.0
03/05/2022,11:25,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:25,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:25,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:25,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,11:25,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:25,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,11:25,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:25,magic-kingdom,Pirates of the Caribbean,
03/05/2022,11:25,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:25,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:25,magic-kingdom,Space Mountain,65.0
03/05/2022,11:25,magic-kingdom,Splash Mountain,
03/05/2022,11:25,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,11:25,magic-kingdom,Tomorrowland Transit Authority PeopleMover,10.0
03/05/2022,11:25,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:25,epcot,Frozen Ever After,45.0
03/05/2022,11:25,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:25,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:25,epcot,Living with the Land,25.0
03/05/2022,11:25,epcot,Mission: SPACE,10.0
03/05/2022,11:25,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,11:25,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:25,epcot,Soarin' Around the World,45.0
03/05/2022,11:25,epcot,Spaceship Earth,20.0
03/05/2022,11:25,epcot,Test Track,55.0
03/05/2022,11:25,hollywood-studios,Alien Swirling Saucers,45.0
03/05/2022,11:25,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:25,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:25,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:25,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,70.0
03/05/2022,11:25,hollywood-studios,Slinky Dog Dash,80.0
03/05/2022,11:25,hollywood-studios,Star Tours – The Adventures Continue,20.0
03/05/2022,11:25,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,11:25,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,11:25,hollywood-studios,The Twilight Zone Tower of Terror,110.0
03/05/2022,11:25,animal-kingdom,Avatar Flight of Passage,90.0
03/05/2022,11:25,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:25,animal-kingdom,Expedition Everest,
03/05/2022,11:25,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:25,animal-kingdom,Kali River Rapids,25.0
03/05/2022,11:25,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:25,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:25,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:30,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:30,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:30,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:30,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:30,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:30,magic-kingdom,Haunted Mansion,60.0
03/05/2022,11:30,magic-kingdom,"""it's a small world""",35.0
03/05/2022,11:30,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:30,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:30,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:30,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,11:30,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:30,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,11:30,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:30,magic-kingdom,Pirates of the Caribbean,30.0
03/05/2022,11:30,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:30,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:30,magic-kingdom,Space Mountain,65.0
03/05/2022,11:30,magic-kingdom,Splash Mountain,
03/05/2022,11:30,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,11:30,magic-kingdom,Tomorrowland Transit Authority PeopleMover,10.0
03/05/2022,11:30,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:30,epcot,Frozen Ever After,60.0
03/05/2022,11:30,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:30,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:30,epcot,Living with the Land,25.0
03/05/2022,11:30,epcot,Mission: SPACE,10.0
03/05/2022,11:30,epcot,Remy's Ratatouille Adventure,80.0
03/05/2022,11:30,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:30,epcot,Soarin' Around the World,45.0
03/05/2022,11:30,epcot,Spaceship Earth,20.0
03/05/2022,11:30,epcot,Test Track,65.0
03/05/2022,11:30,hollywood-studios,Alien Swirling Saucers,45.0
03/05/2022,11:30,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:30,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:30,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:30,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,70.0
03/05/2022,11:30,hollywood-studios,Slinky Dog Dash,80.0
03/05/2022,11:30,hollywood-studios,Star Tours – The Adventures Continue,30.0
03/05/2022,11:30,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,11:30,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,11:30,hollywood-studios,The Twilight Zone Tower of Terror,105.0
03/05/2022,11:30,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,11:30,animal-kingdom,DINOSAUR,45.0
03/05/2022,11:30,animal-kingdom,Expedition Everest,
03/05/2022,11:30,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:30,animal-kingdom,Kali River Rapids,25.0
03/05/2022,11:30,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:30,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:30,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:35,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:35,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:35,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:35,magic-kingdom,Buzz Lightyear's Space Ranger Spin,45.0
03/05/2022,11:35,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:35,magic-kingdom,Haunted Mansion,60.0
03/05/2022,11:35,magic-kingdom,"""it's a small world""",35.0
03/05/2022,11:35,magic-kingdom,Jungle Cruise,95.0
