date,time,park,ride,wait
03/05/2022,11:35,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:35,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:35,magic-kingdom,The Many Adventures of Winnie the Pooh,35.0
03/05/2022,11:35,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:35,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,11:35,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:35,magic-kingdom,Pirates of the Caribbean,30.0
03/05/2022,11:35,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:35,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:35,magic-kingdom,Space Mountain,65.0
03/05/2022,11:35,magic-kingdom,Splash Mountain,
03/05/2022,11:35,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,11:35,magic-kingdom,Tomorrowland Transit Authority PeopleMover,20.0
03/05/2022,11:35,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:35,epcot,Frozen Ever After,60.0
03/05/2022,11:35,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:35,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:35,epcot,Living with the Land,25.0
03/05/2022,11:35,epcot,Mission: SPACE,10.0
03/05/2022,11:35,epcot,Remy's Ratatouille Adventure,80.0
03/05/2022,11:35,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:35,epcot,Soarin' Around the World,45.0
03/05/2022,11:35,epcot,Spaceship Earth,20.0
03/05/2022,11:35,epcot,Test Track,65.0
03/05/2022,11:35,hollywood-studios,Alien Swirling Saucers,45.0
03/05/2022,11:35,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:35,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:35,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:35,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,11:35,hollywood-studios,Slinky Dog Dash,80.0
03/05/2022,11:35,hollywood-studios,Star Tours – The Adventures Continue,35.0
03/05/2022,11:35,hollywood-studios,Star Wars: Rise of the Resistance,130.0
03/05/2022,11:35,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,11:35,hollywood-studios,The Twilight Zone Tower of Terror,115.0
03/05/2022,11:35,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,11:35,animal-kingdom,DINOSAUR,35.0
03/05/2022,11:35,animal-kingdom,Expedition Everest,
03/05/2022,11:35,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:35,animal-kingdom,Kali River Rapids,25.0
03/05/2022,11:35,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:35,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:35,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:40,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:40,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:40,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:40,magic-kingdom,Buzz Lightyear's Space Ranger Spin,55.0
03/05/2022,11:40,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,11:40,magic-kingdom,Haunted Mansion,60.0
03/05/2022,11:40,magic-kingdom,"""it's a small world""",50.0
03/05/2022,11:40,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:40,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:40,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:40,magic-kingdom,The Many Adventures of Winnie the Pooh,35.0
03/05/2022,11:40,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:40,magic-kingdom,Monsters Inc. Laugh Floor,20.0
03/05/2022,11:40,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:40,magic-kingdom,Pirates of the Caribbean,30.0
03/05/2022,11:40,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:40,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:40,magic-kingdom,Space Mountain,65.0
03/05/2022,11:40,magic-kingdom,Splash Mountain,
03/05/2022,11:40,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,11:40,magic-kingdom,Tomorrowland Transit Authority PeopleMover,20.0
03/05/2022,11:40,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:40,epcot,Frozen Ever After,60.0
03/05/2022,11:40,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:40,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:40,epcot,Living with the Land,25.0
03/05/2022,11:40,epcot,Mission: SPACE,10.0
03/05/2022,11:40,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,11:40,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:40,epcot,Soarin' Around the World,60.0
03/05/2022,11:40,epcot,Spaceship Earth,20.0
03/05/2022,11:40,epcot,Test Track,65.0
03/05/2022,11:40,hollywood-studios,Alien Swirling Saucers,45.0
03/05/2022,11:40,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:40,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:40,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:40,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,11:40,hollywood-studios,Slinky Dog Dash,80.0
03/05/2022,11:40,hollywood-studios,Star Tours – The Adventures Continue,35.0
03/05/2022,11:40,hollywood-studios,Star Wars: Rise of the Resistance,130.0
03/05/2022,11:40,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,11:40,hollywood-studios,The Twilight Zone Tower of Terror,115.0
03/05/2022,11:40,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,11:40,animal-kingdom,DINOSAUR,35.0
03/05/2022,11:40,animal-kingdom,Expedition Everest,
03/05/2022,11:40,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:40,animal-kingdom,Kali River Rapids,25.0
03/05/2022,11:40,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:40,animal-kingdom,Na'vi River Journey,80.0
03/05/2022,11:40,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,11:45,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:45,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:45,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:45,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,11:45,magic-kingdom,Dumbo the Flying Elephant,35.0
03/05/2022,11:45,magic-kingdom,Haunted Mansion,60.0
03/05/2022,11:45,magic-kingdom,"""it's a small world""",50.0
03/05/2022,11:45,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:45,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:45,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:45,magic-kingdom,The Many Adventures of Winnie the Pooh,35.0
03/05/2022,11:45,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:45,magic-kingdom,Monsters Inc. Laugh Floor,20.0
03/05/2022,11:45,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:45,magic-kingdom,Pirates of the Caribbean,35.0
03/05/2022,11:45,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:45,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:45,magic-kingdom,Space Mountain,65.0
03/05/2022,11:45,magic-kingdom,Splash Mountain,20.0
03/05/2022,11:45,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,11:45,magic-kingdom,Tomorrowland Transit Authority PeopleMover,20.0
03/05/2022,11:45,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:45,epcot,Frozen Ever After,60.0
03/05/2022,11:45,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:45,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:45,epcot,Living with the Land,25.0
03/05/2022,11:45,epcot,Mission: SPACE,10.0
03/05/2022,11:45,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,11:45,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:45,epcot,Soarin' Around the World,60.0
03/05/2022,11:45,epcot,Spaceship Earth,20.0
03/05/2022,11:45,epcot,Test Track,65.0
03/05/2022,11:45,hollywood-studios,Alien Swirling Saucers,45.0
03/05/2022,11:45,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:45,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:45,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:45,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,11:45,hollywood-studios,Slinky Dog Dash,110.0
03/05/2022,11:45,hollywood-studios,Star Tours – The Adventures Continue,30.0
03/05/2022,11:45,hollywood-studios,Star Wars: Rise of the Resistance,130.0
03/05/2022,11:45,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,11:45,hollywood-studios,The Twilight Zone Tower of Terror,115.0
03/05/2022,11:45,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,11:45,animal-kingdom,DINOSAUR,35.0
03/05/2022,11:45,animal-kingdom,Expedition Everest,
03/05/2022,11:45,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:45,animal-kingdom,Kali River Rapids,25.0
03/05/2022,11:45,animal-kingdom,Kilimanjaro Safaris,60.0
03/05/2022,11:45,animal-kingdom,Na'vi River Journey,70.0
03/05/2022,11:45,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,11:50,magic-kingdom,Astro Orbiter,40.0
03/05/2022,11:50,magic-kingdom,The Barnstormer,30.0
03/05/2022,11:50,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,11:50,magic-kingdom,Buzz Lightyear's Space Ranger Spin,60.0
03/05/2022,11:50,magic-kingdom,Dumbo the Flying Elephant,35.0
03/05/2022,11:50,magic-kingdom,Haunted Mansion,60.0
03/05/2022,11:50,magic-kingdom,"""it's a small world""",50.0
03/05/2022,11:50,magic-kingdom,Jungle Cruise,95.0
03/05/2022,11:50,magic-kingdom,Mad Tea Party,20.0
03/05/2022,11:50,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,11:50,magic-kingdom,The Many Adventures of Winnie the Pooh,35.0
03/05/2022,11:50,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,11:50,magic-kingdom,Monsters Inc. Laugh Floor,20.0
03/05/2022,11:50,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,11:50,magic-kingdom,Pirates of the Caribbean,60.0
03/05/2022,11:50,magic-kingdom,Prince Charming Regal Carrousel,25.0
03/05/2022,11:50,magic-kingdom,Seven Dwarfs Mine Train,90.0
03/05/2022,11:50,magic-kingdom,Space Mountain,50.0
03/05/2022,11:50,magic-kingdom,Splash Mountain,55.0
03/05/2022,11:50,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,11:50,magic-kingdom,Tomorrowland Transit Authority PeopleMover,20.0
03/05/2022,11:50,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,11:50,epcot,Frozen Ever After,60.0
03/05/2022,11:50,epcot,Gran Fiesta Tour,5.0
03/05/2022,11:50,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,11:50,epcot,Living with the Land,25.0
03/05/2022,11:50,epcot,Mission: SPACE,10.0
03/05/2022,11:50,epcot,Remy's Ratatouille Adventure,60.0
03/05/2022,11:50,epcot,The Seas with Nemo & Friends,25.0
03/05/2022,11:50,epcot,Soarin' Around the World,60.0
03/05/2022,11:50,epcot,Spaceship Earth,20.0
03/05/2022,11:50,epcot,Test Track,60.0
03/05/2022,11:50,hollywood-studios,Alien Swirling Saucers,45.0
03/05/2022,11:50,hollywood-studios,Mickey & Minnie's Runaway Railway,
03/05/2022,11:50,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,11:51,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,11:51,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,11:51,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,11:51,hollywood-studios,Star Tours – The Adventures Continue,30.0
03/05/2022,11:51,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,11:51,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,11:51,hollywood-studios,The Twilight Zone Tower of Terror,115.0
03/05/2022,11:51,animal-kingdom,Avatar Flight of Passage,85.0
03/05/2022,11:51,animal-kingdom,DINOSAUR,35.0
03/05/2022,11:51,animal-kingdom,Expedition Everest,
03/05/2022,11:51,animal-kingdom,It's Tough to be a Bug!,15.0
03/05/2022,11:51,animal-kingdom,Kali River Rapids,25.0
03/05/2022,11:51,animal-kingdom,Kilimanjaro Safaris,70.0
03/05/2022,11:51,animal-kingdom,Na'vi River Journey,70.0
03/05/2022,11:51,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,12:31,magic-kingdom,Astro Orbiter,55.0
03/05/2022,12:31,magic-kingdom,The Barnstormer,30.0
03/05/2022,12:31,magic-kingdom,Big Thunder Mountain Railroad,35.0
03/05/2022,12:31,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,12:31,magic-kingdom,Dumbo the Flying Elephant,35.0
03/05/2022,12:31,magic-kingdom,Haunted Mansion,45.0
03/05/2022,12:31,magic-kingdom,"""it's a small world""",40.0
03/05/2022,12:31,magic-kingdom,Jungle Cruise,65.0
03/05/2022,12:31,magic-kingdom,Mad Tea Party,35.0
03/05/2022,12:31,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,12:31,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,12:31,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,12:31,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,12:31,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,12:31,magic-kingdom,Pirates of the Caribbean,30.0
03/05/2022,12:31,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,12:31,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,12:31,magic-kingdom,Space Mountain,50.0
03/05/2022,12:31,magic-kingdom,Splash Mountain,75.0
03/05/2022,12:31,magic-kingdom,Tomorrowland Speedway,10.0
03/05/2022,12:31,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,12:31,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,12:31,epcot,Frozen Ever After,60.0
03/05/2022,12:31,epcot,Gran Fiesta Tour,5.0
03/05/2022,12:31,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,12:31,epcot,Living with the Land,25.0
03/05/2022,12:31,epcot,Mission: SPACE,10.0
03/05/2022,12:31,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,12:31,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,12:31,epcot,Soarin' Around the World,30.0
03/05/2022,12:31,epcot,Spaceship Earth,
03/05/2022,12:31,epcot,Test Track,35.0
03/05/2022,12:31,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,12:31,hollywood-studios,Mickey & Minnie's Runaway Railway,70.0
03/05/2022,12:31,hollywood-studios,Millennium Falcon: Smugglers Run,120.0
03/05/2022,12:31,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,12:31,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,85.0
03/05/2022,12:31,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,12:31,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,12:31,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,12:31,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,12:31,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/05/2022,12:31,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,12:31,animal-kingdom,DINOSAUR,40.0
03/05/2022,12:31,animal-kingdom,Expedition Everest,
03/05/2022,12:31,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,12:31,animal-kingdom,Kali River Rapids,40.0
03/05/2022,12:31,animal-kingdom,Kilimanjaro Safaris,80.0
03/05/2022,12:31,animal-kingdom,Na'vi River Journey,65.0
03/05/2022,12:31,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,12:35,magic-kingdom,Astro Orbiter,55.0
03/05/2022,12:35,magic-kingdom,The Barnstormer,30.0
03/05/2022,12:35,magic-kingdom,Big Thunder Mountain Railroad,35.0
03/05/2022,12:35,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,12:35,magic-kingdom,Dumbo the Flying Elephant,35.0
03/05/2022,12:35,magic-kingdom,Haunted Mansion,45.0
03/05/2022,12:35,magic-kingdom,"""it's a small world""",40.0
03/05/2022,12:35,magic-kingdom,Jungle Cruise,60.0
03/05/2022,12:35,magic-kingdom,Mad Tea Party,35.0
03/05/2022,12:35,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,12:35,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,12:35,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,12:35,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,12:35,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,12:35,magic-kingdom,Pirates of the Caribbean,30.0
03/05/2022,12:35,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,12:35,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,12:35,magic-kingdom,Space Mountain,50.0
03/05/2022,12:35,magic-kingdom,Splash Mountain,75.0
03/05/2022,12:35,magic-kingdom,Tomorrowland Speedway,10.0
03/05/2022,12:35,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,12:35,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,12:35,epcot,Frozen Ever After,60.0
03/05/2022,12:35,epcot,Gran Fiesta Tour,5.0
03/05/2022,12:35,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,12:35,epcot,Living with the Land,25.0
03/05/2022,12:35,epcot,Mission: SPACE,10.0
03/05/2022,12:35,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,12:35,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,12:35,epcot,Soarin' Around the World,30.0
03/05/2022,12:35,epcot,Spaceship Earth,
03/05/2022,12:35,epcot,Test Track,35.0
03/05/2022,12:35,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,12:35,hollywood-studios,Mickey & Minnie's Runaway Railway,70.0
03/05/2022,12:35,hollywood-studios,Millennium Falcon: Smugglers Run,95.0
03/05/2022,12:35,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,12:35,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,85.0
03/05/2022,12:35,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,12:35,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,12:35,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,12:35,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,12:35,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/05/2022,12:35,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,12:35,animal-kingdom,DINOSAUR,40.0
03/05/2022,12:35,animal-kingdom,Expedition Everest,
03/05/2022,12:35,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,12:35,animal-kingdom,Kali River Rapids,40.0
03/05/2022,12:35,animal-kingdom,Kilimanjaro Safaris,80.0
03/05/2022,12:35,animal-kingdom,Na'vi River Journey,65.0
03/05/2022,12:35,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,12:40,magic-kingdom,Astro Orbiter,55.0
03/05/2022,12:40,magic-kingdom,The Barnstormer,30.0
03/05/2022,12:40,magic-kingdom,Big Thunder Mountain Railroad,35.0
03/05/2022,12:40,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,12:40,magic-kingdom,Dumbo the Flying Elephant,20.0
03/05/2022,12:40,magic-kingdom,Haunted Mansion,45.0
03/05/2022,12:40,magic-kingdom,"""it's a small world""",40.0
03/05/2022,12:40,magic-kingdom,Jungle Cruise,60.0
03/05/2022,12:40,magic-kingdom,Mad Tea Party,25.0
03/05/2022,12:40,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,12:40,magic-kingdom,The Many Adventures of Winnie the Pooh,40.0
03/05/2022,12:40,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,12:40,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,12:40,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,12:40,magic-kingdom,Pirates of the Caribbean,30.0
03/05/2022,12:40,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,12:40,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,12:40,magic-kingdom,Space Mountain,45.0
03/05/2022,12:40,magic-kingdom,Splash Mountain,75.0
03/05/2022,12:40,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,12:40,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,12:40,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,12:40,epcot,Frozen Ever After,60.0
03/05/2022,12:40,epcot,Gran Fiesta Tour,5.0
03/05/2022,12:40,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,12:40,epcot,Living with the Land,25.0
03/05/2022,12:40,epcot,Mission: SPACE,10.0
03/05/2022,12:40,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,12:40,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,12:40,epcot,Soarin' Around the World,30.0
03/05/2022,12:40,epcot,Spaceship Earth,
03/05/2022,12:40,epcot,Test Track,55.0
03/05/2022,12:40,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,12:40,hollywood-studios,Mickey & Minnie's Runaway Railway,70.0
03/05/2022,12:40,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,12:40,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,12:40,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,85.0
03/05/2022,12:40,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,12:40,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,12:40,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,12:40,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,12:40,hollywood-studios,The Twilight Zone Tower of Terror,90.0
03/05/2022,12:40,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,12:40,animal-kingdom,DINOSAUR,40.0
03/05/2022,12:40,animal-kingdom,Expedition Everest,
03/05/2022,12:40,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,12:40,animal-kingdom,Kali River Rapids,40.0
03/05/2022,12:40,animal-kingdom,Kilimanjaro Safaris,80.0
03/05/2022,12:40,animal-kingdom,Na'vi River Journey,60.0
03/05/2022,12:40,animal-kingdom,TriceraTop Spin,20.0
03/05/2022,12:45,magic-kingdom,Astro Orbiter,55.0
03/05/2022,12:45,magic-kingdom,The Barnstormer,30.0
03/05/2022,12:45,magic-kingdom,Big Thunder Mountain Railroad,35.0
03/05/2022,12:45,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,12:45,magic-kingdom,Dumbo the Flying Elephant,20.0
03/05/2022,12:45,magic-kingdom,Haunted Mansion,45.0
03/05/2022,12:45,magic-kingdom,"""it's a small world""",40.0
03/05/2022,12:45,magic-kingdom,Jungle Cruise,60.0
03/05/2022,12:45,magic-kingdom,Mad Tea Party,25.0
03/05/2022,12:45,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,12:45,magic-kingdom,The Many Adventures of Winnie the Pooh,40.0
03/05/2022,12:45,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,12:45,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,12:45,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,12:45,magic-kingdom,Pirates of the Caribbean,55.0
03/05/2022,12:45,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,12:45,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,12:45,magic-kingdom,Space Mountain,45.0
03/05/2022,12:45,magic-kingdom,Splash Mountain,75.0
03/05/2022,12:45,magic-kingdom,Tomorrowland Speedway,20.0
03/05/2022,12:45,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,12:45,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,12:45,epcot,Frozen Ever After,60.0
03/05/2022,12:45,epcot,Gran Fiesta Tour,5.0
03/05/2022,12:45,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,12:45,epcot,Living with the Land,10.0
03/05/2022,12:45,epcot,Mission: SPACE,10.0
03/05/2022,12:45,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,12:45,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,12:45,epcot,Soarin' Around the World,30.0
03/05/2022,12:45,epcot,Spaceship Earth,
03/05/2022,12:45,epcot,Test Track,55.0
03/05/2022,12:45,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,12:45,hollywood-studios,Mickey & Minnie's Runaway Railway,60.0
03/05/2022,12:45,hollywood-studios,Millennium Falcon: Smugglers Run,65.0
03/05/2022,12:45,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,12:45,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,85.0
03/05/2022,12:45,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,12:45,hollywood-studios,Star Tours – The Adventures Continue,25.0
03/05/2022,12:45,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,12:45,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,12:45,hollywood-studios,The Twilight Zone Tower of Terror,90.0
03/05/2022,12:45,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,12:45,animal-kingdom,DINOSAUR,40.0
03/05/2022,12:45,animal-kingdom,Expedition Everest,
03/05/2022,12:45,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,12:45,animal-kingdom,Kali River Rapids,40.0
03/05/2022,12:45,animal-kingdom,Kilimanjaro Safaris,80.0
03/05/2022,12:45,animal-kingdom,Na'vi River Journey,60.0
03/05/2022,12:45,animal-kingdom,TriceraTop Spin,20.0
03/05/2022,12:50,magic-kingdom,Astro Orbiter,55.0
03/05/2022,12:50,magic-kingdom,The Barnstormer,25.0
03/05/2022,12:50,magic-kingdom,Big Thunder Mountain Railroad,50.0
03/05/2022,12:50,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,12:50,magic-kingdom,Dumbo the Flying Elephant,15.0
03/05/2022,12:50,magic-kingdom,Haunted Mansion,45.0
03/05/2022,12:50,magic-kingdom,"""it's a small world""",35.0
03/05/2022,12:50,magic-kingdom,Jungle Cruise,60.0
03/05/2022,12:50,magic-kingdom,Mad Tea Party,25.0
03/05/2022,12:50,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,12:50,magic-kingdom,The Many Adventures of Winnie the Pooh,40.0
03/05/2022,12:50,magic-kingdom,Mickey's PhilharMagic,15.0
